mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_classifier__C,param_classifier__solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.0053899288177490234,0.002755387445954015,0.0022330284118652344,0.0008556287760255972,0.1,liblinear,"{'classifier__C': 0.1, 'classifier__solver': 'liblinear'}",0.989010989010989,0.967032967032967,0.989010989010989,0.978021978021978,0.967032967032967,0.9780219780219781,0.009828870230768321,1
0.009659290313720703,0.00555457038035516,0.0020857334136962892,0.0007299816625862024,0.1,lbfgs,"{'classifier__C': 0.1, 'classifier__solver': 'lbfgs'}",0.989010989010989,0.967032967032967,0.989010989010989,0.967032967032967,0.945054945054945,0.9714285714285715,0.01644684565614922,6
0.004018259048461914,0.0014917536656482108,0.001775360107421875,0.0004460763981991468,1.0,liblinear,"{'classifier__C': 1, 'classifier__solver': 'liblinear'}",0.978021978021978,0.967032967032967,1.0,0.978021978021978,0.9560439560439561,0.9758241758241759,0.014578570507056687,2
0.008109807968139648,0.0003371194868868356,0.001843881607055664,0.00036264496976099353,1.0,lbfgs,"{'classifier__C': 1, 'classifier__solver': 'lbfgs'}",0.978021978021978,0.967032967032967,1.0,0.978021978021978,0.9560439560439561,0.9758241758241759,0.014578570507056687,2
0.003742504119873047,0.00039295534844956245,0.0010550498962402343,0.00011427762381849678,10.0,liblinear,"{'classifier__C': 10, 'classifier__solver': 'liblinear'}",0.989010989010989,0.967032967032967,1.0,0.978021978021978,0.945054945054945,0.9758241758241759,0.018906209378115674,2
0.013798809051513672,0.00117767332076841,0.001348876953125,0.0005716896243262915,10.0,lbfgs,"{'classifier__C': 10, 'classifier__solver': 'lbfgs'}",0.989010989010989,0.967032967032967,1.0,0.978021978021978,0.945054945054945,0.9758241758241759,0.018906209378115674,2
0.003873443603515625,0.00035345962756854664,0.0010190963745117187,0.00016999245358717213,100.0,liblinear,"{'classifier__C': 100, 'classifier__solver': 'liblinear'}",0.9340659340659341,0.9560439560439561,1.0,0.978021978021978,0.945054945054945,0.9626373626373625,0.02367105409729452,7
0.018132591247558595,0.0038587071306551307,0.0013672351837158204,0.0004850473405046327,100.0,lbfgs,"{'classifier__C': 100, 'classifier__solver': 'lbfgs'}",0.9340659340659341,0.945054945054945,1.0,0.978021978021978,0.9340659340659341,0.9582417582417582,0.026373626373626367,8
